event,file io,find_clusters_kernel,count_cluster_cells,connect_components,create_measurements,form_spacepoints,overall clusterization,count_grid_capacities,populate_grid,count_doublets,find_doublets,set_zero_kernel,triplet_counting_kernel,set_zero_triplet_finding,triplet_finding,weight_updating,seed_selecting,overall_seeding,track_param_est_kernel,overall_track_param_est
0.890883,0.000927412,0.0299681,0.0705354,0.00144056,0.000313406,0.000932894,0.0156389,0.0296415,9.6833e-05,0.0963764,4.2776e-05,0.0411401,0.00232481,0.0394575,0.000267166,0.204677,0.000478564,0.0161752,0.0474793,0.00107543,0.000789514,0.00049008,0.00420754,0.0151009,3.9833e-05,0.0509526,4.0422e-05,0.0199435,0.00366181,0.0164801,0.00029178,0.196829,0.000129328,0.0171322,0.044456,0.000708964,9.7303e-05,0.00103396,0.00197166,0.0134768,0.000155694,0.0418219,0.000127795,0.0160695,0.00181689,0.0173791,0.000188339,0.186998,0.00046153,0.0190114,0.0417331,0.0017434,0.00048766,0.000700327,0.0020698,0.0144414,0.000141993,0.0398054,4.5313e-05,0.0179313,0.00463018,0.0224825,0.000115163,0.238226,0.000399365,0.0280063,0.0544287,0.000227134,0.000199995,0.00067371,0.0151486,0.0168447,0.000156801,0.0717451,4.2427e-05,0.0320284,0.00655981,0.029259,0.000230429,0.250263,0.000147916,0.0280848,0.054846,0.000309097,0.000200766,0.000274605,0.0146686,0.0145365,7.029e-05,0.0673467,5.1951e-05,0.0280434,0.0050136,0.0293647,0.000610601,0.236299,0.000419323,0.0283596,0.0577279,0.000201803,0.000525817,0.000988121,0.013605,0.0165669,7.3293e-05,0.0670703,6.6218e-05,0.0271727,0.00631614,0.0219159,0.000126195,0.251321,0.000281427,0.0280052,0.0556957,0.000388319,0.000575706,0.000569662,0.015316,0.0165787,6.7599e-05,0.0674735,5.2935e-05,0.02832,0.00536145,0.027686,0.000234827,0.233299,0.000753515,0.0268001,0.0564062,0.00102236,0.000401023,0.00051346,0.015379,0.0147945,4.1461e-05,0.055128,4.2766e-05,0.0149406,0.00222833,0.0269713,0.000209312,0.22288,0.000777664,0.0271962,0.0452451,0.000366051,0.000380537,0.000391276,0.0146221,0.0140609,6.6931e-05,0.0592884,0.000923529,0.0161812,0.00498673,0.0178149,0.000201248,
