event,file io,find_clusters_kernel,count_cluster_cells,connect_components,create_measurements,form_spacepoints,overall clusterization,count_grid_capacities,populate_grid,count_doublets,find_doublets,set_zero_kernel,triplet_counting_kernel,set_zero_triplet_finding,triplet_finding,weight_updating,seed_selecting,overall_seeding,track_param_est_kernel,overall_track_param_est
2.23239,0.000586906,0.0399885,0.106619,0.00221,0.000874414,0.00176052,0.041273,0.260368,0.000793913,0.733258,0.00077713,0.289858,0.0281432,0.107061,0.00284995,0.310967,0.000173925,0.0231314,0.0749079,0.000882631,0.00128683,0.000608916,0.0219796,0.023375,0.000598656,0.426351,0.0011496,0.11847,0.0324708,0.0747466,0.000903861,0.339376,0.00047626,0.0249478,0.0664673,0.000775971,0.000558595,0.00129818,0.020723,0.027544,0.000132109,0.40419,0.00132727,0.0957657,0.0481424,0.160468,0.00043304,0.28927,0.000530154,0.0280094,0.072022,0.00112313,0.00116099,0.000883261,0.0202117,0.0336971,0.000831504,0.38745,0.00184063,0.113672,0.0434289,0.0744747,0.00157279,0.369409,0.00050445,0.0439952,0.0906427,0.000675643,0.000747233,0.0014899,0.0259745,0.11233,0.000930503,0.442598,0.00298091,0.198782,0.0265967,0.0715646,0.000227089,0.375104,0.000852139,0.0422159,0.0860071,0.00211363,0.000361091,0.000394131,0.0229647,0.178486,0.000789737,0.487809,0.000336404,0.173714,0.0245205,0.0834785,0.00137771,0.373017,0.00160621,0.0434292,0.0846227,0.0019536,0.000883978,0.00121725,0.0247338,0.0973076,0.000782165,0.428451,0.000785624,0.182673,0.0144582,0.0664417,0.000558925,0.389618,0.000632448,0.0431088,0.0906618,0.000258254,0.000858383,0.000889625,0.028304,0.159459,0.000890342,0.43565,0.00238097,0.185925,0.0149097,0.0695878,0.00105458,0.356908,0.00103841,0.0359723,0.0844026,0.000671244,0.000475827,0.000976364,0.0285332,0.0670467,0.00150328,0.488946,0.00115077,0.145325,0.0508603,0.176115,0.00102195,0.348371,0.000493123,0.0339483,0.0833913,0.00136925,0.00125546,0.000993711,0.0303404,0.0668221,0.00217309,0.475171,0.00177141,0.144631,0.0503339,0.125957,0.000881735,
