event,file io,find_clusters_kernel,count_cluster_cells,connect_components,create_measurements,form_spacepoints,overall clusterization,count_grid_capacities,populate_grid,count_doublets,find_doublets,set_zero_kernel,triplet_counting_kernel,set_zero_triplet_finding,triplet_finding,weight_updating,seed_selecting,overall_seeding,track_param_est_kernel,overall_track_param_est
0,0.106761,0.552226,0.000374866,0.0113806,0.0242236,0.000495362,9.63648,0.000276873,0.000356218,0.00884892,0.0139745,7.6571e-05,0.0352732,0.000113048,0.0140806,0.00222436,0.0129997,20.1162,0.000301333,2.00611
